exploration/num steps total,evaluation/Actions Min,exploration/Returns Min,evaluation/Rewards Min,trainer/Q1 Predictions Max,evaluation/Actions Max,trainer/Q Targets Min,trainer/Q2 Predictions Std,trainer/QF2 Loss,trainer/Policy Action Std,trainer/Q1 Predictions Std,evaluation/Rewards Std,trainer/Q2 Predictions Min,time/evaluation sampling (s),evaluation/Num Paths,trainer/Policy Action Mean,trainer/Bellman Errors 2 Mean,exploration/path length Std,time/data storing (s),exploration/Returns Std,evaluation/Actions Std,trainer/Policy Action Max,evaluation/path length Min,time/exploration sampling (s),exploration/Actions Std,exploration/path length Min,evaluation/path length Max,trainer/Bellman Errors 1 Std,evaluation/Rewards Mean,evaluation/path length Std,evaluation/path length Mean,exploration/Returns Mean,exploration/Rewards Std,trainer/Bellman Errors 1 Max,exploration/Actions Max,exploration/Rewards Max,evaluation/num steps total,trainer/Q2 Predictions Max,trainer/Bellman Errors 1 Min,exploration/Num Paths,evaluation/Returns Max,trainer/Q1 Predictions Min,trainer/Q Targets Std,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 2 Std,evaluation/num paths total,evaluation/Returns Std,trainer/Policy Loss,trainer/Bellman Errors 2 Min,trainer/Q2 Predictions Mean,trainer/Bellman Errors 2 Max,exploration/Rewards Min,exploration/Returns Max,evaluation/Rewards Max,exploration/num paths total,trainer/Q Targets Mean,evaluation/Actions Mean,replay_buffer/size,time/logging (s),exploration/Average Returns,evaluation/Average Returns,trainer/Policy Action Min,time/total (s),trainer/Q1 Predictions Mean,time/training (s),evaluation/Returns Mean,exploration/path length Max,evaluation/Returns Min,exploration/Actions Min,trainer/QF1 Loss,time/saving (s),Epoch,time/epoch (s),exploration/Actions Mean,exploration/Rewards Mean,trainer/Q Targets Max,exploration/path length Mean
2300,-0.593978,-62.64794177005584,-1.297220982008544,-2.2405374,0.9983815,-5.8485637,1.091029,0.25434047,0.46693477,1.0970664,0.04214127778515806,-5.6680827,0.08315592899452895,5,0.41630507,0.25434044,0.0,0.0011190699879080057,4.037272262859183,0.21743412,0.9981839,100,0.032113244000356644,0.27730273740346206,100,100,1.2814729,-0.5177851023526067,0.0,100.0,-58.610669507196654,0.08276141126262443,7.392088,1.0,-0.391985006612776,5500,-2.2418315,2.636176e-06,2,-51.59471936647569,-5.705856,1.1970344,0.25876942,1.2787321,55,0.16519332795549627,2.9632149,0.00018027844,-3.2260132,7.372851,-1.367721728528579,-54.57339724433747,-0.22035439380234217,23,-3.2596498,0.114779666,2300,0.0024855279771145433,-58.610669507196654,-51.77851023526068,-0.79408824,6.389287197904196,-3.2217617,0.4377319630002603,-51.77851023526068,100,-52.08816455853249,-0.6536848038181464,0.2587694,0.002246009011287242,10,0.5588517429714557,0.2875242994937957,-0.5861066950719661,-0.9380641,100.0
2500,-0.46068648,-36.39542001532441,-0.8689232270395258,-2.3966985,0.96694285,-6.609771,1.4875928,0.0061034355,0.45685717,1.4961485,0.03719915785600946,-6.6020465,0.07427072900463827,5,0.23192292,0.006103436,0.0,0.0012065140181221068,0.6958679794273763,0.078105904,0.9992688,100,0.03443990499363281,0.19329550849411223,100,100,0.018918771,-0.34169095863419785,0.0,100.0,-35.699552035897035,0.13900027190252434,0.103068,0.9706803442073795,-0.022934617129012916,6000,-2.4362247,1.1984321e-07,2,-33.96975504155181,-6.6094246,1.4920934,0.0068182885,0.017992793,60,0.20335731643053784,3.6229553,9.005849e-06,-4.0942335,0.10240682,-0.6087562783512035,-35.00368405646966,-0.07329401588194466,25,-4.1029253,0.0050202226,2500,0.0023109129979275167,-35.699552035897035,-34.16909586341978,-0.7714602,6.937239120918093,-4.0927525,0.4297360659984406,-34.16909586341978,100,-34.53341270517557,-0.7766706075189856,0.0068182875,0.002235806023236364,11,0.5441999330359977,0.0017881471067426275,-0.3569955203589703,-2.545319,100.0
2700,-0.58738315,-21.55985295097967,-1.00244391681606,-2.5213382,0.99531245,-6.4507837,1.3153894,0.011183881,0.5622721,1.3139381,0.06002660313554214,-6.1754684,0.07686805800767615,5,0.06559666,0.01118388,0.0,0.001099699002224952,0.3887729499688959,0.09354736,0.9975014,100,0.03256013701320626,0.1759452581006078,100,100,0.018199172,-0.18297221594841392,0.0,100.0,-21.171080001010775,0.11704679689800972,0.09802645,0.8038130459177144,-0.015477999688993457,6500,-2.527338,5.207032e-05,2,-17.819510433411516,-6.1523595,1.3701475,0.011087559,0.016515411,65,0.3089195429447343,3.3699152,5.9186286e-06,-3.8984919,0.0801554,-0.7769095990189051,-20.78230705104188,-0.09350034424595793,27,-3.9160361,0.007584836,2700,0.002478629001416266,-21.171080001010775,-18.297221594841393,-0.8704267,7.498598061938537,-3.900917,0.4423818920040503,-18.297221594841393,100,-18.746979209796226,-0.5519713739291108,0.011087556,0.0022563750098925084,12,0.5576447900384665,0.005799974904766666,-0.21171080001010772,-2.3738458,100.0
2900,-0.70645124,-22.067505977450224,-0.9164798871457646,-2.538025,0.98515296,-6.948584,1.1452278,0.10824666,0.4819716,1.1447613,0.04476663528199595,-6.654695,0.07529034200706519,5,0.08784431,0.10824667,0.0,0.0010681819985620677,0.6759202520760006,0.07070247,0.9978711,100,0.032871662988327444,0.1753342647914437,100,100,0.49042687,-0.16544800999770296,0.0,100.0,-21.391585725374224,0.10822074310702795,2.8390303,1.0,-0.021006734140627818,7000,-2.5860977,0.0009212509,2,-16.063166541139054,-6.662492,1.2348033,0.111643925,0.4725477,70,0.3894403036444233,3.202321,1.4594257e-06,-3.6384752,2.7364173,-0.6514724326431772,-20.715665473298223,-0.10332132173558475,29,-3.7905784,0.0040197745,2900,0.002071536990115419,-21.391585725374224,-16.544800999770295,-0.8437499,8.06463392986916,-3.6383483,0.4486038190079853,-16.544800999770295,100,-17.07786563673928,-0.5319780797068965,0.11164393,0.0023547729942947626,13,0.5622603159863502,0.010075612296371519,-0.21391585725374226,-2.4891777,100.0
3100,-0.40463942,-23.90526978040731,-0.9681282493590218,-2.7123003,0.98875237,-7.2581363,1.3557178,0.024462333,0.54317236,1.3614559,0.04201809011508316,-7.0057797,0.0756880349945277,5,0.09411924,0.024462331,0.0,0.001070891012204811,0.7180550564626458,0.065821335,0.99766695,100,0.03458592598326504,0.13828461457865543,100,100,0.054323543,-0.21056282318223044,0.0,100.0,-23.187214723944663,0.11141024966595324,0.27973184,0.6522325790593156,-0.016005673276404633,7500,-2.7235525,2.0520474e-07,2,-20.772289993501676,-7.0377784,1.3893832,0.027552497,0.048833005,75,0.2632699700105591,3.6083,1.8946937e-05,-4.2404146,0.26352823,-0.5621955905339593,-22.469159667482018,-0.20550246415303638,31,-4.296377,0.0050907345,3100,0.0024858309770934284,-23.187214723944663,-21.05628231822304,-0.83458865,8.640578962804284,-4.236325,0.45620113698532805,-21.05628231822304,100,-21.54471006982895,-0.4062069042135772,0.027552493,0.0023295120045077056,14,0.5723613319569267,0.0005963900982375206,-0.23187214723944657,-2.765712,100.0
3300,-0.63895595,-18.716511091222173,-0.8125753443476084,-2.9566853,0.9794096,-7.598615,1.297011,0.0269043,0.5057509,1.2941461,0.05409472958254128,-7.5333943,0.08344935602508485,5,0.095084175,0.026904304,0.0,0.0011175110121257603,1.4380500541149148,0.071732275,0.9982896,100,0.03747351901256479,0.14105238744548493,100,100,0.022255579,-0.13460044870248655,0.0,100.0,-17.27846103710726,0.09469382562779934,0.0817401,0.9206379950452945,-0.014849302234827827,8000,-2.9307287,1.4892214e-05,2,-12.785200652001572,-7.5404058,1.315796,0.02295166,0.032032892,80,0.36011855140081345,3.6994615,3.9416755e-05,-4.2622724,0.14051308,-0.6403468983322159,-15.840410982992344,-0.1277169884589885,33,-4.177215,0.003865651,3300,0.0024638340109959245,-17.27846103710726,-13.460044870248655,-0.80647403,9.196720269916113,-4.2694025,0.4250596530037001,-13.460044870248655,100,-13.782947861472488,-0.49039441591760297,0.022951659,0.0024776470090728253,15,0.5520415200735442,0.005835779402489036,-0.17278461037107262,-2.7243178,100.0
3500,-0.5813492,-21.420204433611747,-0.9043414694124081,-2.9891725,0.98390424,-7.909178,1.6617146,0.05328055,0.5024115,1.6649392,0.03899223196247162,-8.552044,0.08384025399573147,5,0.10011558,0.053280547,0.0,0.0010439750039950013,1.7615088898758238,0.054341312,0.9992531,100,0.03327524699852802,0.16412329512374627,100,100,0.14804973,-0.15170086876077396,0.0,100.0,-19.658695543735924,0.11802206074882084,0.82573396,0.9805931490554839,-0.020679405949098575,8500,-2.9832208,1.6507083e-05,2,-14.703822998952385,-8.536941,1.6658056,0.05036872,0.1539337,85,0.39184733055435994,3.8499951,5.1326333e-05,-4.5608397,0.85341084,-1.1462654642130237,-17.8971866538601,-0.06984301455027085,35,-4.548674,0.0024385487,3500,0.0024734929902479053,-19.658695543735924,-15.170086876077397,-0.76232916,9.771657242876245,-4.5631886,0.44818303000647575,-15.170086876077397,100,-15.849540078585179,-0.5944041121078906,0.05036872,0.002278985979501158,16,0.5710949849744793,0.009856730051256524,-0.19658695543735924,-2.8408158,100.0
3700,-0.34739473,-20.808007504606756,-0.6440108046818993,-3.016351,0.9645599,-7.89004,1.4301683,0.029939162,0.49727437,1.4531355,0.032197164161613084,-7.3954954,0.07457769097527489,5,0.12729245,0.029939163,0.0,0.001063530013198033,0.5180165112331441,0.057297338,0.9981016,100,0.031312720995629206,0.14469711894946125,100,100,0.05480021,-0.17349267495245696,0.0,100.0,-20.289990993373614,0.09490859631419259,0.27360708,0.5929606307720376,-0.030238271959151585,9000,-3.048091,1.4249729e-05,2,-17.227301859503584,-7.46288,1.5174197,0.026607355,0.060728718,90,0.08991521034192439,3.7853773,3.1766922e-07,-4.5240245,0.27164117,-0.6010058739727606,-19.771974482140468,-0.16927945955096618,37,-4.6041155,0.005295948,3700,0.0018882379808928818,-20.289990993373614,-17.34926749524569,-0.8993557,10.343292730889516,-4.528925,0.45718786801444367,-17.34926749524569,100,-17.500010078214434,-0.37569880070968886,0.026607355,0.0018696410115808249,17,0.5678996889910195,0.004901039658397337,-0.2028999099337361,-2.9664056,100.0
3900,-0.6936083,-17.902818274846915,-1.100278941497416,-3.0257668,0.9921757,-7.055027,1.198809,0.04994608,0.43241826,1.2033389,0.07142871580326984,-7.2570543,0.0754772330110427,5,0.020962615,0.049946085,0.0,0.0011574420204851776,0.44200062724921985,0.09006131,0.9989492,100,0.033406736998585984,0.14146996189678793,100,100,0.063029744,-0.1489986188048369,0.0,100.0,-17.460817647597693,0.08767055051128485,0.3072647,0.997681189084717,-0.020712419417484904,9500,-3.0443778,5.9035574e-06,2,-14.203811233659607,-7.3559027,1.2402014,0.04917822,0.06996232,95,0.4196162797447223,3.5231147,5.2594464e-06,-4.0324783,0.29089022,-0.5657590024471959,-17.018817020348475,-0.1398720380849886,39,-4.1857357,0.007679827,3900,0.002482790994690731,-17.460817647597693,-14.899861880483693,-0.9265132,10.924268103990471,-4.032928,0.46274303799145855,-14.899861880483693,100,-15.345932711681783,-0.5288052999061028,0.049178217,0.002284739020979032,18,0.5775519800372422,0.006989898096708398,-0.1746081764759769,-3.0175865,100.0
4100,-0.5023473,-19.336164396516473,-1.0485613479462657,-3.25164,0.99526674,-6.7896657,0.7187349,0.030556757,0.3579967,0.7328997,0.05407553130988834,-6.5606065,0.07598465299815871,5,0.021808363,0.030556759,0.0,0.0010839290043804795,1.0154721230349892,0.072398074,0.98831517,100,0.03286913799820468,0.14973183638789928,100,100,0.067138284,-0.14653204794614247,0.0,100.0,-18.320692273481484,0.09564795681527295,0.37360722,0.9835376443325146,-0.0027918142594752296,10000,-3.2982316,2.5730733e-06,2,-14.085719170805998,-6.6130567,0.7822948,0.027948499,0.08042856,100,0.4462311802884707,3.5078163,0.00017370658,-3.8352246,0.4620759,-0.4985148838962232,-17.305220150446495,-0.12589395014944124,41,-3.846983,0.0049308357,4100,0.0024852089991327375,-18.320692273481484,-14.653204794614245,-0.7608263,11.487590856006136,-3.8322024,0.4448488790076226,-14.653204794614245,100,-15.32361085901399,-0.4116381081235107,0.027948499,0.0022962559887673706,19,0.5595680639962666,0.0054031507960451905,-0.18320692273481484,-3.148651,100.0
4300,-0.8469639,-14.872512084393643,-0.48958068153275364,-3.351452,0.93474805,-7.7652183,1.246088,0.015415415,0.43632004,1.251041,0.02635453134361261,-7.52241,0.07444320799550042,5,0.054971226,0.015415414,0.0,0.001142377994256094,0.16990263207740242,0.0637179,0.99893403,100,0.0344135930063203,0.14525462328611355,100,100,0.021046653,-0.06905201612110781,0.0,100.0,-14.70260945231624,0.08012061463775463,0.08210901,0.90626717880084,-0.009498808727307198,10500,-3.341524,5.228387e-05,2,-6.64082409977694,-7.5634303,1.270715,0.012764563,0.023342466,105,0.18361169171941327,3.7876158,6.7053247e-06,-4.300164,0.084432736,-0.43606871159480887,-14.532706820238838,-0.06590724321558089,43,-4.3320093,0.0032976973,4300,0.0024739709915593266,-14.70260945231624,-6.9052016121107815,-0.9437087,12.046169425942935,-4.3165784,0.4400420129823033,-6.9052016121107815,100,-7.185690254840642,-0.3608826102441641,0.012764562,0.0022378180001396686,20,0.5547529809700791,0.006406464511568989,-0.1470260945231624,-3.2798855,100.0
4500,-0.7255944,-18.091493742540912,-0.6533556636142637,-3.4238849,0.9836979,-6.8411603,1.0009359,0.03159983,0.38251406,1.0005182,0.0401038424333388,-6.6856523,0.07436304600560106,5,0.042255983,0.03159983,0.0,0.0011325840023346245,0.24824094346414327,0.07057183,0.9922097,100,0.03374168599839322,0.14963293991097384,100,100,0.04203798,-0.12226401914975138,0.0,100.0,-17.84325279907677,0.09535264002009769,0.17704754,0.48622094093139323,-0.016680820311211094,11000,-3.461265,3.738711e-06,2,-11.643081590294372,-6.6691723,0.9804999,0.02854042,0.0489572,110,0.32831187147077506,3.7520995,2.0802241e-05,-4.240934,0.19604295,-0.5757395319030327,-17.595011855612626,-0.04979785979952774,45,-4.344586,0.0040881876,4500,0.0024802770058158785,-17.84325279907677,-12.226401914975138,-0.4602099,12.620207145955646,-4.24304,0.45622689300216734,-12.226401914975138,100,-12.576708924473206,-0.4316411780200645,0.02854042,0.002275744976941496,21,0.5702202309912536,0.0035644106065433976,-0.17843252799076764,-3.3561177,100.0
4700,-0.60627556,-16.615521116355787,-0.8170762520313974,-3.5846555,0.9956227,-6.6280212,0.5611928,0.017450728,0.27783135,0.5617174,0.04091104086283162,-6.60305,0.0748370389919728,5,-0.021270955,0.017450724,0.0,0.0011678269947879016,1.3778145452695938,0.058540087,0.988944,100,0.038923079991946,0.15166103976341566,100,100,0.01950712,-0.07482148471767334,0.0,100.0,-15.237706571086193,0.08005838379063335,0.090796664,0.7951080352466124,-0.009730693732268854,11500,-3.5815804,3.6439575e-05,2,-7.101390743850084,-6.585672,0.57285047,0.013743241,0.024487268,115,0.40455654752860226,3.774521,2.9767616e-05,-4.0482574,0.11483485,-0.4624609195272684,-13.859892025816599,-0.07084963249070361,47,-4.100923,0.0033133568,4700,0.0024906629987526685,-15.237706571086193,-7.482148471767333,-0.37182552,13.173080195934745,-4.054716,0.42932983799255453,-7.482148471767333,100,-8.194067227272091,-0.32317072121351176,0.01374324,0.0022739779960829765,22,0.5490224249660969,0.006493746556915603,-0.15237706571086193,-3.5105395,100.0
4900,-0.3536171,-15.939323039559966,-0.8704690224459841,-3.631922,0.9947739,-7.767753,1.4609144,0.029517313,0.5185808,1.4686041,0.05282698504273593,-8.022949,0.08179677301086485,5,0.14636198,0.029517315,0.0,0.0010527020203880966,1.0327600536828099,0.07738508,0.99953896,100,0.03271628700895235,0.1584221642288894,100,100,0.032439273,-0.08195115265786879,0.0,100.0,-14.906562985877155,0.10106347100911679,0.118382335,1.0,-0.006505469536745148,12000,-3.633296,7.672464e-05,2,-7.858766361793843,-8.09528,1.4324564,0.028083079,0.033140026,120,0.29527554468302003,4.239138,3.358002e-06,-4.9480658,0.1180559,-0.9780090858888432,-13.873802932194346,-0.07607027309431175,49,-4.959446,0.007327361,4900,0.0025196310016326606,-14.906562985877155,-8.195115265786878,-0.97241586,13.742240600928199,-4.9489927,0.4448869879997801,-8.195115265786878,100,-8.644077611422448,-0.5900952100423917,0.028083079,0.0024621089978609234,23,0.565434490039479,0.009062694981428502,-0.14906562985877156,-3.5682738,100.0
5100,-0.4496573,-17.61310181439685,-0.6788942928533453,-3.729608,0.9444479,-8.166881,1.2266039,0.039335404,0.41282764,1.2289718,0.03276510795824451,-8.734467,0.07747480401303619,5,0.089015804,0.039335404,0.0,0.0010601109825074673,0.6433704720799209,0.06587682,0.99993885,100,0.03157810101401992,0.1428408920200667,100,100,0.0743665,-0.1166918884975083,0.0,100.0,-16.969731342316926,0.07762359521226145,0.39151362,0.563346027465527,-0.012413615127610784,12500,-3.7457104,8.850144e-05,2,-11.569711066744867,-8.792591,1.1921003,0.033200696,0.08800067,125,0.15436897634848853,4.1174026,1.9877574e-05,-4.632411,0.41016582,-0.40586400991019744,-16.326360870237007,-0.11314323964204577,51,-4.64126,0.0058402824,5100,0.0024867499887477607,-16.969731342316926,-11.66918884975083,-0.94907516,14.312348432955332,-4.6486125,0.45221231601317413,-11.66918884975083,100,-11.976191241082283,-0.5452962502319116,0.0332007,0.0022859100135974586,24,0.5670979920250829,0.000825624203888346,-0.16969731342316924,-3.6411023,100.0
5300,-0.833716,-16.52564153465089,-0.4365730803223064,-3.8100944,0.7845874,-8.311961,1.2622086,0.02262707,0.45923,1.2702938,0.025057411482411026,-8.037549,0.0729615619929973,5,0.0968574,0.022627074,0.0,0.0010894139995798469,0.1138617554849759,0.059103496,0.99976814,100,0.0333951469801832,0.1529394302155002,100,100,0.024044864,-0.10754766921476014,0.0,100.0,-16.411779779165915,0.10329927971746111,0.095764115,1.0,-0.021135435672298374,13000,-3.825385,2.296988e-05,2,-10.544342322166818,-8.080574,1.2886902,0.020813782,0.02670776,130,0.11745720733924507,4.24386,7.301569e-07,-4.827349,0.09753529,-1.092310850644988,-16.29791802368094,-0.10483006866325578,53,-4.871938,0.0038905004,5300,0.00248917902354151,-16.411779779165915,-10.754766921476014,-0.9287551,14.868565797922201,-4.8238835,0.44060457800514996,-10.754766921476014,100,-10.869380888687632,-0.5076192875211589,0.020813784,0.0018701299850363284,25,0.5524100099864881,0.006858409271867767,-0.1641177977916592,-3.7702363,100.0
5500,-0.88046575,-15.886830458863772,-0.6940764044165451,-3.9231942,0.99548596,-8.921411,1.2081407,0.9766431,0.34851536,1.2176577,0.04444026787948156,-9.771115,0.07435904900194146,5,0.027078314,0.9766431,0.0,0.0010431820119265467,0.2075119083467012,0.08248186,0.999961,100,0.032752489001723006,0.14308841288060936,100,100,3.6229255,-0.09728942149895257,0.0,100.0,-15.67931855051707,0.08729477440791011,15.170995,0.6817364719983499,-0.008114144807928254,13500,-3.9485567,6.175251e-07,2,-9.245139194314797,-9.823657,1.5140569,0.97805,3.6305647,135,0.2723753601853302,4.1528125,2.910857e-06,-4.5304894,15.118832,-0.7401163154430153,-15.47180664217037,-0.07808498662334848,55,-4.3067913,0.0049826596,5500,0.002520961978007108,-15.67931855051707,-9.728942149895257,-0.95081806,15.434089714894071,-4.5225096,0.4487885719863698,-9.728942149895257,100,-10.041052723098204,-0.40154451033887384,0.97804993,0.002233019011327997,26,0.5616972729912959,0.006351180227195782,-0.1567931855051707,-0.10880058,100.0
5700,-0.8115972,-13.242772596466239,-0.49588507918096314,-4.0907707,0.95315576,-9.665385,1.0143727,0.020484472,0.39103293,1.0209855,0.02863451284792192,-9.2986965,0.07340670502162538,5,0.07159037,0.020484472,0.0,0.0011136819957755506,0.09825859199239506,0.067251876,0.99997556,100,0.032011689007049426,0.15201716170314325,100,100,0.026593683,-0.022966920929159716,0.0,100.0,-13.144514004473844,0.09329388279318838,0.112242915,0.7865486087801312,-0.009980031158479554,14000,-4.070953,9.1192505e-06,2,-2.028587340054339,-9.3303585,1.0589362,0.018684268,0.030070296,140,0.19166803273472668,4.3812127,0.00016152226,-4.7389565,0.13446063,-0.7906934227756462,-13.046255412481448,-0.019193306845011627,57,-4.7155876,0.003439072,5700,0.002468154998496175,-13.144514004473844,-2.296692092915972,-0.95336455,16.00034951287671,-4.7381887,0.4512148429930676,-2.296692092915972,100,-2.5856614159166265,-1.0,0.018684264,0.0022290869965218008,27,0.5624441610125359,0.0050180116758274705,-0.13144514004473845,-3.944445,100.0
5900,-0.85820425,-13.646687073050277,-0.9082084462168626,-4.0244813,0.99851906,-9.863113,1.3248346,0.038806707,0.36853185,1.3207688,0.06024463333987031,-9.468264,0.07653186601237394,5,0.062910706,0.038806707,0.0,0.0015076319978106767,0.10860774367616433,0.08819156,0.99994737,100,0.03299487798358314,0.1437766916631318,100,100,0.04870088,-0.039459079820089595,0.0,100.0,-13.538079329374114,0.07272237148427715,0.1815911,0.3281122370328243,-0.012050689644600383,14500,-4.003961,0.00021687389,2,-3.448072722783927,-9.436978,1.3642192,0.03756997,0.048979606,145,0.3732477860077181,4.396319,1.4657692e-06,-4.786662,0.18946065,-0.448645965181005,-13.429471585697948,-0.03255043424584892,59,-4.9216757,0.0052847327,5900,0.0018783700070343912,-13.538079329374114,-3.945907982008959,-0.9737006,16.575664564879844,-4.789082,0.45674734900239855,-3.945907982008959,100,-4.440675415557316,-0.8772369937065716,0.03756997,0.001817830983782187,28,0.5714779259869829,0.0009229434602279456,-0.13538079329374114,-3.9459226,100.0
6100,-0.7464795,-13.716615870361093,-0.8860217777660088,-4.1538043,0.9983732,-8.195764,1.0445237,1.1114494,0.39464232,1.0653957,0.04212019222054581,-7.7564254,0.08134297200012952,5,0.12118168,1.1114492,0.0,0.0010481929930392653,0.10790987951008812,0.06676187,0.998614,100,0.03173959598643705,0.14770109133626766,100,100,4.2649345,-0.043712139349058245,0.0,100.0,-13.608705990851004,0.06953658323376233,19.157581,0.6551769516557081,-0.008183816414454703,15000,-4.12333,5.851536e-06,2,-4.041174712103386,-7.8295245,1.5913559,1.1132722,4.2430224,150,0.34401818647017113,4.5391536,5.2739983e-07,-5.0878134,19.120716,-0.3888288062153177,-13.500796111340916,-0.014787585897349671,61,-4.893216,0.003364123,6100,0.0018694030004553497,-13.608705990851004,-4.371213934905825,-0.36855036,17.1473366918799,-5.1016273,0.45016266699531116,-4.371213934905825,100,-5.033302753902773,-0.7016338175169847,1.1132724,0.0018098739965353161,29,0.5679727049719077,0.003118246696364733,-0.13608705990851,-0.26309374,100.0
6300,-0.24980769,-13.999325160151152,-0.5729905897153137,-4.2970376,0.97935873,-7.5012474,0.8865694,0.025046807,0.35363144,0.89530563,0.024849322089789478,-7.208434,0.07680776302004233,5,0.030748062,0.025046805,0.0,0.0010943819943349808,0.17139767080622725,0.06491464,0.99768853,100,0.04048697600956075,0.14854212975226005,100,100,0.045056265,-0.05785023626252911,0.0,100.0,-13.827927489344924,0.06719605886092733,0.21837369,0.6788634880074071,-0.009403874040072781,15500,-4.2986903,5.5831355e-05,2,-5.590873827103966,-7.194022,0.9071448,0.025508989,0.048239328,155,0.2057618095393191,4.550437,2.8204531e-06,-4.9669194,0.24573113,-0.3337510117245481,-13.656529818538697,-0.05123611255572405,63,-4.942935,0.005931154,6300,0.002475149987731129,-13.827927489344924,-5.785023626252911,-0.9889397,17.71346996288048,-4.9656606,0.4392598250124138,-5.785023626252911,100,-6.181222159310277,-0.8276577418088158,0.025508989,0.0022552779992111027,30,0.5623793740232941,0.001475814463549395,-0.13827927489344927,-4.146485,100.0
6500,-0.55595785,-15.65141975654176,-0.8937162052799471,-4.309631,0.9950583,-7.3328,0.7512277,0.02743407,0.3417874,0.7439686,0.058894288692871555,-6.9101295,0.08207058100379072,5,-0.013153434,0.027434073,0.0,0.0012327340082265437,0.17066894680244804,0.092793085,0.9951918,100,0.032397542003309354,0.1560942840256491,100,100,0.041823614,-0.08304548665424724,0.0,100.0,-15.480750809739313,0.10209791344474191,0.21095258,1.0,-0.014057262810826043,16000,-4.2986073,0.0003969153,2,-7.838092968053578,-6.873504,0.7685222,0.027234934,0.039138705,160,0.2713041740044048,4.542189,2.030074e-05,-4.9374905,0.17865023,-1.0201762121476048,-15.310081862936864,-0.07656984357228962,65,-4.9770703,0.008859963,6500,0.0024890429922379553,-15.480750809739313,-8.304548665424724,-0.9732589,18.283053625869798,-4.9359818,0.4453148749889806,-8.304548665424724,100,-8.641064348323008,-0.43612006706213846,0.027234934,0.0022677829838357866,31,0.565772557980381,0.007862718196007312,-0.15480750809739313,-4.2130866,100.0
6700,-0.89679074,-15.112341885633677,-0.7397061014396624,-4.503666,0.99559397,-7.2474365,0.67518985,0.67137825,0.3085993,0.6811233,0.047729138539692025,-7.219566,0.07238055698690005,5,0.04842166,0.6713784,0.0,0.0010920389904640615,1.468156322623754,0.08050068,0.9956311,100,0.031756088021211326,0.1425206380721227,100,100,3.6046522,-0.040820945722590374,0.0,100.0,-13.644185563009923,0.0726523625469594,20.743805,0.6882828055637098,-0.013542869326957823,16500,-4.485597,0.00024186607,2,-3.7753283910543693,-7.2334166,1.0235387,0.6751301,3.5966463,165,0.24820369456446928,4.5934553,1.42587305e-05,-4.912674,20.695759,-0.4671294151492357,-12.17602924038617,-0.03122377273054186,67,-4.750597,0.0061269286,6700,0.0024732279998715967,-13.644185563009923,-4.082094572259038,-0.94729596,18.845951102819527,-4.9162993,0.44905060599558055,-4.082094572259038,100,-4.427936280553106,-0.5561241684785834,0.67513025,0.0022905720106791705,32,0.5590430900047068,0.0029836487720592162,-0.13644185563009922,-0.6243665,100.0
6900,-0.82075554,-15.842343885035795,-0.7112135949917414,-4.5499954,0.9873288,-7.968712,1.088782,0.025922313,0.41005027,1.0788934,0.03269189853333317,-7.9373546,0.07398106800974347,5,0.14474846,0.02592231,0.0,0.0010669819894246757,0.7422576406307879,0.07225511,0.99892455,100,0.03129492502193898,0.15729545534516748,100,100,0.026729073,-0.0860645202443791,0.0,100.0,-15.100086244405007,0.10950489108379026,0.11181806,1.0,-0.015046273099092726,17000,-4.541585,0.00015753532,2,-8.333387593187648,-7.9195967,1.0833899,0.02395887,0.030058263,170,0.2547664267646995,4.980529,7.557205e-05,-5.4459066,0.12033563,-1.0196507629327094,-14.35782860377422,-0.0719562070704275,69,-5.354643,0.004336003,6900,0.0024865489976946265,-15.100086244405007,-8.606452024437912,-0.4076858,19.413084231870016,-5.4306498,0.45218379999278113,-8.606452024437912,100,-9.0409326457766,-0.4767010799776169,0.023958871,0.002312480006366968,33,0.5633258040179498,0.00796610384460859,-0.1510008624440501,-4.388416,100.0
7100,-0.88351184,-15.373742461796034,-0.3829128736738405,-4.5522714,0.98450875,-7.3312917,0.6675019,0.044000268,0.3186817,0.67682,0.020021505170945284,-7.260824,0.07384755599196069,5,0.08171426,0.044000264,0.0,0.001250164001248777,0.6078855660970364,0.06529388,0.9954305,100,0.03263052098918706,0.16739354395477155,100,100,0.07102027,-0.07634165719482172,0.0,100.0,-14.765856895698999,0.10473880954594471,0.27219915,1.0,-0.0039010988559728395,17500,-4.546792,3.220921e-05,2,-7.458852940676446,-7.267444,0.6611956,0.041344974,0.07509989,175,0.10957168662356104,4.749759,1.2450982e-09,-5.010345,0.2777772,-1.1064546820156325,-14.157971329601962,-0.06271449181665853,71,-5.1258717,0.003269791,7100,0.002466897014528513,-14.765856895698999,-7.634165719482174,-0.4025709,19.9758005439071,-5.016176,0.44650714698946103,-7.634165719482174,100,-7.779672977557618,-0.5825919673091902,0.041344974,0.0021906040201429278,34,0.558892889006529,0.006567972544533114,-0.14765856895698995,-4.472566,100.0
