replay_buffer/size,time/training (s),trainer/Q1 Predictions Max,trainer/Q Targets Max,evaluation/Rewards Min,evaluation/Rewards Max,exploration/Returns Max,trainer/Q Targets Mean,evaluation/Returns Mean,trainer/QF2 Loss,evaluation/path length Mean,trainer/Policy mu Min,evaluation/Average Returns,exploration/num steps total,evaluation/num paths total,evaluation/path length Min,exploration/Actions Std,exploration/Returns Mean,trainer/Log Pis Max,time/data storing (s),trainer/Policy mu Std,exploration/num paths total,trainer/Policy log std Mean,trainer/Q2 Predictions Min,trainer/Log Pis Mean,trainer/Policy log std Max,trainer/Policy log std Std,evaluation/Actions Max,evaluation/Returns Max,exploration/Rewards Std,trainer/Q Targets Min,time/total (s),evaluation/Actions Std,exploration/Returns Std,evaluation/Returns Min,trainer/Policy log std Min,exploration/Actions Mean,exploration/path length Max,exploration/path length Min,trainer/Log Pis Min,time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),trainer/Q2 Predictions Std,exploration/Actions Max,trainer/Log Pis Std,trainer/Policy mu Mean,trainer/Alpha,evaluation/Rewards Mean,exploration/path length Mean,trainer/Q1 Predictions Std,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Actions Min,evaluation/Rewards Std,Epoch,evaluation/Returns Std,trainer/Q2 Predictions Mean,evaluation/Num Paths,exploration/Rewards Max,trainer/Q Targets Std,exploration/Num Paths,trainer/Policy Loss,exploration/Rewards Mean,time/logging (s),evaluation/num steps total,trainer/Q1 Predictions Mean,evaluation/Actions Mean,evaluation/path length Std,exploration/path length Std,trainer/Policy mu Max,exploration/Rewards Min,evaluation/Actions Min,exploration/Returns Min,evaluation/path length Max,time/saving (s),trainer/Q2 Predictions Max,exploration/Average Returns,trainer/QF1 Loss
5700,1.9466972529771738,-18.87603,-19.643808,-8.83240190407453,-1.1048949891078241,-227.78251027405702,-67.93209,-359.6605999882405,1.5866783,100.0,-2.2397354,-359.6605999882405,5700,165,100,0.40311697,-289.4158734925487,4.206446,0.0028539900085888803,0.72549444,57,-0.863423,-102.423645,-0.0012802911,-0.47905216,0.18777514,0.98997915,-114.68662272431733,1.0172239186537353,-104.602005,27.06699973263312,0.12914261,93.60115119200606,-611.7567179025314,-1.3196387,0.0037553108,100,100,-6.0724115,2.422472464037128,0.32708741998067126,0.13943561405176297,19.501602,0.952579,1.5044903,0.06590823,0.2532609701156616,-3.5966059998824056,100.0,19.488401,-2.747894048690796,-103.117096,-0.8819275,1.7852964493393069,10,172.28284331273184,-67.25795,15,-1.2545636744138513,19.669014,5,66.24464,-2.8941587349254885,0.0047351240064017475,16500,-67.24543,0.005073015,0.0,0.0,2.2289147,-5.8876435309293385,-0.9480404,-473.4073337114909,100,0.0016630630125291646,-18.892687,-289.4158734925487,1.7262927
6200,1.9205840720096603,-19.106035,-19.828749,-11.347334843556744,-0.22173857801995162,-132.2748366415714,-71.04207,-330.17045623483756,1.7138996,100.0,-2.1667714,-330.17045623483756,6200,180,100,0.41565385,-377.7722429238,4.2427835,0.0027972700190730393,0.7544289,62,-0.9885027,-120.100845,0.29632267,-0.5047111,0.1910032,0.96693665,-44.70289836235291,1.947096100262113,-122.027405,29.471194034675136,0.16016525,178.6968081485148,-623.2884034750496,-1.4068897,0.017370522,100,100,-3.680831,2.3998927189968526,0.33271528396289796,0.13713756599463522,20.991535,0.99497694,1.3291199,0.09279688,0.2220507264137268,-3.3017045623483767,100.0,20.994867,-2.5633270740509033,-119.617004,-0.9480461,1.7572374290146453,11,165.57242157859628,-70.32751,15,-0.32576044325451037,21.174623,5,69.65398,-3.777722429237999,0.004736937989946455,18000,-70.27023,-0.004999648,0.0,0.0,2.3463085,-8.767496393110848,-0.9682447,-629.9242169341611,100,0.001921589020639658,-19.174372,-377.7722429238,2.3476474
6700,1.9210402210010216,-19.99786,-0.2366046,-11.600191372244604,-0.6908115154514168,-168.59685639841373,-72.12253,-394.73192471975136,13.271718,100.0,-2.376459,-394.73192471975136,6700,195,100,0.38273072,-313.5911570578455,4.9809294,0.002878037979826331,0.8817228,67,-1.0265403,-128.70213,0.4586147,-0.3489784,0.2679951,0.952734,-195.5979062820469,1.5158260537706298,-127.2651,31.87796423060354,0.15087661,139.03541873812287,-612.7750870155455,-1.4800453,-0.0051069534,100,100,-2.900662,2.4025184310157783,0.3318776890519075,0.13997545698657632,25.885519,0.9706802,1.4896053,0.11500326,0.19519636034965515,-3.9473192471975134,100.0,25.883091,-2.5178353786468506,-128.41844,-0.98313284,1.385676538386382,12,131.11311527941712,-71.943474,15,-0.5582389494878824,26.830166,5,71.187004,-3.1359115705784553,0.004819782974664122,19500,-71.91942,-0.006104112,0.0,0.0,2.764763,-7.932834407633805,-0.9756702,-492.1140553981426,100,0.0019272430217824876,-19.704987,-313.5911570578455,13.215002
7200,1.9268476699944586,-19.911709,-21.279781,-10.178504874709384,-0.658300362770158,-231.71007527104533,-78.859055,-357.31554535789206,2.318168,100.0,-2.169499,-357.31554535789206,7200,210,100,0.347286,-384.5973842317482,5.6285324,0.0030926690087653697,0.8234278,72,-1.075541,-139.73367,0.5038924,-0.39556405,0.27579328,0.9834337,-74.20369696950529,1.460665037697864,-134.8771,34.28467082575662,0.14073281,139.64543586006226,-663.8101352981505,-1.6001579,0.0034098763,100,100,-4.9111233,2.4031524609890766,0.3267519969958812,0.139747773995623,25.842718,0.9852819,1.873795,0.12200867,0.17153218388557434,-3.5731554535789205,100.0,25.843742,-2.637230157852173,-139.44774,-0.9439681,1.7297900474205044,13,167.88739946506817,-77.89097,15,-1.5863810048452154,25.975264,5,77.20938,-3.8459738423174814,0.004757196002174169,21000,-77.88734,0.00954138,0.0,0.0,2.4352248,-8.097208250798701,-0.94027853,-587.3353120193701,100,0.001955154992174357,-19.892752,-384.5973842317482,2.3110006
7700,1.9382040670025162,-21.71129,-1.3619393,-10.349717367971687,-0.9370752014080856,-209.68737336760904,-83.39695,-299.1539542754545,47.359207,100.0,-2.7103083,-299.1539542754545,7700,225,100,0.3443234,-454.96863089305407,5.4331503,0.0028262019623070955,0.78407264,77,-1.201348,-127.67027,0.5786863,-0.44560295,0.2889134,0.9897411,-124.68082124685132,2.109772720987232,-131.20303,36.700584839622024,0.16650684,208.5788250360022,-673.1097626836716,-1.7093884,0.00013022173,100,100,-3.6720116,2.411659959005192,0.3321406490285881,0.13231531099881977,25.822502,0.9175132,1.3779101,0.028286014,0.1511605978012085,-2.9915395427545457,100.0,25.788052,-2.6850883960723877,-127.38014,-0.9335774,1.6084159117590213,14,145.39937600846918,-82.90343,15,-1.084900633571058,28.20702,5,82.61108,-4.549686308930542,0.004236718988977373,22500,-82.881325,0.012355255,0.0,0.0,3.0576978,-8.397987736103383,-0.99260116,-678.2524491665292,100,0.0019370110239833593,-21.59699,-454.96863089305407,47.874004
8200,1.9361980840330943,-21.895931,-21.972994,-11.001125852116125,-0.05179870129026053,-198.3007735458857,-84.85689,-284.23652804646923,0.86797166,100.0,-2.2947643,-284.23652804646923,8200,240,100,0.31945252,-341.55995277832056,3.9841938,0.0028229720192030072,0.78542763,82,-1.2568648,-137.89078,0.54335314,-0.36078033,0.30915117,0.987172,-50.435558173516185,1.2017525122746768,-139.97781,39.1185753926984,0.16696672,104.56133052166142,-666.5068770058357,-1.8447956,0.010345898,100,100,-3.4658113,2.413697738084011,0.32845710701076314,0.13950193900382146,31.507666,0.96409947,1.3788173,-0.06249838,0.1334153711795807,-2.8423652804646924,100.0,31.520971,-2.9337282180786133,-138.18054,-0.9861625,1.950835366835283,15,180.12789664864513,-84.851906,15,-1.059950718347692,31.829569,5,84.62894,-3.4155995277832054,0.004748328006826341,24000,-84.885155,0.013743075,0.0,0.0,2.4828706,-8.095530136835196,-0.99050146,-466.67182071122704,100,0.001969308010302484,-21.740055,-341.55995277832056,0.84727514
8700,1.9249727090355009,-22.324305,-4.172599,-9.979101599246853,-0.9376423322457896,-132.60506626497616,-90.23142,-347.5785534780747,55.332054,100.0,-2.733838,-347.5785534780747,8700,255,100,0.3066452,-251.51615957439762,4.3726764,0.0027728269924409688,0.8100591,87,-1.3184379,-141.0997,0.7945911,-0.3906428,0.33597857,0.9955858,-94.75715757257291,0.8528906445264157,-142.87708,41.53430512477644,0.16871154,68.07500000985095,-681.8971403379519,-1.9281392,0.010109672,100,100,-4.648813,2.411483369942289,0.33587431896012276,0.13293843198334798,30.106668,0.9763243,1.3945034,0.034190487,0.11827930063009262,-3.4757855347807465,100.0,30.088524,-2.5729141235351562,-141.07294,-0.8954362,1.7568177590810816,16,166.0598274007149,-90.59582,15,-0.1790967091711661,31.64881,5,90.33682,-2.5151615957439764,0.004779305018018931,25500,-90.57833,0.008028689,0.0,0.0,2.3078067,-6.693999031011538,-0.97888863,-344.44988539297316,100,0.010145777952857316,-22.360954,-251.51615957439762,55.375423
9200,1.9216008799849078,-22.792995,-22.803965,-9.883975803895016,-0.19233767595361756,-135.12362906992422,-92.46296,-367.33359734154965,2.5801854,100.0,-2.626066,-367.33359734154965,9200,270,100,0.27890375,-386.1746298202555,7.2658634,0.0029198199626989663,0.8627485,92,-1.3886883,-144.57263,1.0190616,-0.50064254,0.3275652,0.99798685,-129.91519380579717,1.7515980464377747,-147.3118,43.93591110268608,0.18772009,165.9523417005138,-685.8915328006834,-1.9747498,0.011923177,100,100,-3.2727394,2.3971591079607606,0.3315035380073823,0.13446003600256518,33.560665,0.9990209,1.5609218,-0.0065920926,0.10523297637701035,-3.673335973415496,100.0,33.52779,-2.208432674407959,-145.39769,-0.9298387,2.154799940470262,17,203.526524236158,-91.395966,15,-0.6590923134145791,34.239826,5,91.24511,-3.861746298202556,0.004729770997073501,27000,-91.33134,0.005500075,0.0,0.0,2.6832142,-8.400252028479523,-0.9958987,-553.1967922356354,100,0.0019450630061328411,-22.763786,-386.1746298202555,2.8049371
9700,1.9443872019764967,-23.92576,-24.17678,-9.842950441242463,-0.21135667954493373,-211.7017906819806,-94.40048,-278.46542862329846,2.6061907,100.0,-2.56351,-278.46542862329846,9700,285,100,0.34507126,-328.2571194223703,4.383259,0.0032315460266545415,0.73080444,97,-1.3377051,-148.82936,0.80461174,-0.3455813,0.33493954,0.9939934,-34.07270257791116,1.7274826011191748,-150.91449,46.37332631775644,0.159235,151.18779875709467,-641.4378341635362,-1.9513699,0.0011099189,100,100,-4.781528,2.4331316339666955,0.3263026219792664,0.15259036095812917,32.707718,0.9985215,1.3306725,0.033900566,0.09361179172992706,-2.784654286232985,100.0,32.683174,-2.831073045730591,-148.90764,-0.9963031,1.8179821842814117,18,167.43437911545988,-93.309616,15,-1.24167440288486,32.917866,5,93.41331,-3.282571194223704,0.00470335700083524,28500,-93.32451,0.008455612,0.0,0.0,1.8738195,-9.413402369581416,-0.9887328,-622.4037522850374,100,0.001916546025313437,-23.71247,-328.2571194223703,2.469601
10200,1.9514820780023001,-24.132252,-4.769064,-8.975624369902416,-0.15513531030672673,-65.76951285359522,-98.72108,-226.7734867489018,216.62793,100.0,-2.8068264,-226.7734867489018,10200,300,100,0.2888317,-254.17204190250717,4.6854496,0.0030195750296115875,0.898335,102,-1.4204727,-156.12537,1.1819656,-0.3397335,0.37759116,0.99336404,-27.31986969366768,2.1939077207221906,-156.80763,48.804644434771035,0.1660755,203.2539829470964,-469.62435537070616,-2.18433,0.04421069,100,100,-2.708979,2.4277732860064134,0.3251340859569609,0.1414772699936293,34.59618,0.9949093,1.344404,-0.030198336,0.08317814767360687,-2.2677348674890188,100.0,34.640175,-2.034067153930664,-155.35413,-0.9919023,1.4488441611363194,19,130.2170932873181,-99.67125,15,-0.016702491728050328,35.83909,5,99.69875,-2.5417204190250717,0.0047341640456579626,30000,-99.57539,0.003803581,0.0,0.0,2.895773,-9.07203726535374,-0.99662185,-648.7921989358221,100,0.0019261129782535136,-24.0363,-254.17204190250717,217.44037
10700,1.942355653969571,-24.02993,-1.9603983,-9.10298198451635,-0.19765153825338394,-156.59975373769734,-99.369026,-261.67773525592696,57.733295,100.0,-2.353356,-261.67773525592696,10700,315,100,0.27146274,-239.45122260988356,7.0536566,0.0029557040543295443,0.75993824,107,-1.5637352,-157.41696,1.1809549,-0.4397137,0.35519183,0.9745692,-28.757037320602294,1.0498116788445648,-159.25818,51.22633100283565,0.16600803,53.085403508607946,-525.9385178378984,-2.3706799,-0.011439974,100,100,-2.6089172,2.417501901043579,0.3329956129891798,0.13277657999424264,37.53787,0.9925232,1.5195339,-0.012131515,0.07498011738061905,-2.61677735255927,100.0,37.509953,-2.121575355529785,-156.82458,-0.99991655,1.7035478940905253,20,153.85899251055997,-98.96571,15,-0.5631701116566846,39.79865,5,99.07051,-2.394512226098835,0.0047553860349580646,31500,-98.960335,-0.0020711012,0.0,0.0,2.7875228,-10.292444028616961,-0.9978832,-304.19857312905526,100,0.0016629640012979507,-24.177824,-239.45122260988356,57.965927
11200,1.9277940840111114,-22.165234,-23.000849,-9.610176290844727,-0.29589492389324507,-86.4128944937396,-100.80185,-229.2898653527228,2.7937562,100.0,-3.1134603,-229.2898653527228,11200,330,100,0.2464823,-166.22072894499487,6.1489115,0.0028687650337815285,0.8148926,112,-1.6898177,-162.69241,1.4040545,-0.59745467,0.41568628,0.9936602,-60.362486455128746,0.8892711519207384,-164.22871,53.63573607377475,0.17506357,69.95805260054772,-537.7045991714874,-2.4240046,-0.0100899,100,100,-5.121619,2.4051600580569357,0.33334848703816533,0.13484152196906507,36.156746,0.9995705,1.4941586,0.043241758,0.06873629987239838,-2.292898653527228,100.0,36.15992,-1.5955218076705933,-162.91246,-0.9934101,1.5064004557652797,21,131.2252481883382,-99.68084,15,-0.4535327555585377,36.75401,5,100.11108,-1.6622072894499493,0.0047331120003946126,33000,-99.67637,0.017273437,0.0,0.0,2.3255708,-7.98172125381658,-0.9941436,-271.6828129492805,100,0.0015740880044177175,-22.171093,-166.22072894499487,2.6015112
11700,1.9436262189992703,-24.551449,-5.204862,-8.817238505428985,-0.13022106948967116,-111.54877712691932,-109.087296,-257.6370568763121,243.54774,100.0,-3.1147008,-257.6370568763121,11700,345,100,0.26901007,-362.38308016956745,6.035716,0.003138091997243464,0.8049533,117,-1.7701999,-167.5035,1.5466151,-0.3741032,0.37984917,0.9953648,-21.93043979228414,2.143383426917116,-169.11266,56.06461697584018,0.14616187,199.15063894789847,-610.1873355598591,-2.4349425,0.016937066,100,100,-4.80072,2.4246506069321185,0.33395675697829574,0.13800232799258083,35.432266,0.99737966,1.613698,-0.03150887,0.0641319677233696,-2.5763705687631213,100.0,35.41708,-1.245293140411377,-167.4725,-0.99661386,1.7464322231337897,22,168.6307299312045,-109.622444,15,-0.15596644336999899,36.99701,5,110.32946,-3.623830801695674,0.004002781002782285,34500,-109.53812,0.0041759065,0.0,0.0,2.2208483,-10.064221175453888,-0.99783033,-628.8331352122173,100,0.0019244299619458616,-24.229172,-362.38308016956745,243.81688
12200,1.9507240999955684,-23.694742,-2.594193,-8.022729387962396,-0.09286066336776375,-92.56387413784046,-110.195076,-255.46418231991166,82.51577,100.0,-3.086979,-255.46418231991166,12200,360,100,0.22701299,-238.085777781753,6.0936365,0.0028094740118831396,0.9367839,122,-1.7104044,-170.24715,1.9172381,-0.23869495,0.47732443,0.99108875,-27.125212411791832,1.3999819666874425,-173.31633,58.49157407088205,0.15041003,123.0481253521044,-628.0838692287972,-2.4885793,0.013766081,100,100,-3.0791821,2.4227984950412065,0.3256290080025792,0.1371455829939805,38.461178,0.98675925,1.5439392,-0.059919234,0.060409024357795715,-2.554641823199117,100.0,38.401245,-0.23226860165596008,-169.98746,-0.9832934,1.7366790793472662,23,165.8476721895022,-109.07972,15,-0.37943476798700054,40.60796,5,110.1379,-2.3808577778175306,0.0045559220016002655,36000,-109.11506,0.0074568633,0.0,0.0,2.9095232,-9.20590175828008,-0.99060607,-440.5988463611705,100,0.00193440803559497,-23.14269,-238.085777781753,82.642624
12700,1.9447751910192892,-17.702368,-18.301868,-11.536708831308255,-0.3090226808591367,-117.51296949330495,-113.003586,-307.7555436455271,2.0160046,100.0,-3.4210403,-307.7555436455271,12700,375,100,0.23126331,-348.7690132504821,7.573888,0.0030492529622279108,0.9281687,127,-1.8127525,-176.4618,1.8735427,-0.2851131,0.4872014,0.9917493,-93.22394349197891,2.101333237479136,-178.49222,60.91708906093845,0.18624225,198.16243164303992,-539.4198045923533,-2.693236,0.030095382,100,100,-3.284861,2.421446919965092,0.32483418099582195,0.1420391559950076,40.063152,0.9945865,1.7354589,-0.05152161,0.05738727003335953,-3.07755543645527,100.0,40.06872,-0.3613888621330261,-177.34926,-0.6993326,1.4839512360785319,24,129.72987304432618,-112.02584,15,-0.07065923495585373,40.42719,5,112.99271,-3.487690132504821,0.004800833004992455,37500,-112.045204,0.010163442,0.0,0.0,2.9882386,-7.9151587322131185,-0.9977001,-599.0133891198644,100,0.001948305987752974,-17.368301,-348.7690132504821,1.8324753
13200,1.9278148210141808,-15.686256,-16.396027,-9.974544374911332,-0.04243623734782929,-199.80978774218585,-113.214455,-220.76551839474874,1.3982782,100.0,-3.218952,-220.76551839474874,13200,390,100,0.26184648,-303.0440297515897,5.8187838,0.0029585210140794516,0.67103326,132,-1.9429679,-181.21736,1.837992,-0.33710507,0.3986696,0.99679416,-32.49828106966858,1.2181748465533973,-182.47003,63.335144683893304,0.16075726,74.88405374166346,-609.5225776845587,-2.7199595,-0.004423288,100,100,-0.99721277,2.4138370120199397,0.3355330179911107,0.1408359159831889,44.510296,0.9968201,1.1998883,-0.060976323,0.05581106245517731,-2.2076551839474883,100.0,44.565918,-0.4675006866455078,-180.90112,-0.99966764,2.002617413512616,25,187.48697486448,-112.5226,15,-1.1937969165083566,45.02836,5,113.70275,-3.030440297515897,0.0047454379964619875,39000,-112.57679,0.009779613,0.0,0.0,1.9449408,-11.688145931695802,-0.99175775,-417.78443979843627,100,0.0019492980209179223,-15.913946,-303.0440297515897,1.2924078
13700,1.9418842069571838,-14.635934,-15.385739,-7.429763796637523,-0.20241922992483333,-62.012125992656465,-108.442726,-173.21112027874884,2.0071847,100.0,-3.4081705,-173.21112027874884,13700,405,100,0.19786505,-201.19893100713202,8.326363,0.0029949130257591605,0.76566064,137,-1.9754038,-185.12218,2.0587547,-0.2581934,0.44502968,0.99468434,-50.219264610496374,1.1939128948961362,-187.09271,65.75757680193055,0.14748548,100.69373373631284,-313.8543164178261,-2.8102863,0.016123516,100,100,-2.264203,2.4183426380041055,0.3322895370074548,0.13566321099642664,45.965946,0.995799,1.4218532,-0.051848773,0.05495487153530121,-1.7321112027874885,100.0,45.96333,0.170460507273674,-185.12077,-0.8192238,1.1553135384888868,26,100.34305825380717,-107.84745,15,-0.031050344721711098,46.327797,5,109.06017,-2.0119893100713204,0.003484587010461837,40500,-107.87904,-0.0013808301,0.0,0.0,2.6314778,-7.6344465093318785,-0.9981149,-317.34596103203427,100,0.0020261830068193376,-14.35392,-201.19893100713202,1.801762
14200,1.9553810079814866,-16.185078,-1.9605453,-10.067092449562086,-0.23919681000919868,-55.03139136711722,-107.449974,-315.58538470920485,480.8907,100.0,-3.1724946,-315.58538470920485,14200,420,100,0.21045817,-252.56534292127293,7.515844,0.0027877649990841746,0.9261703,142,-1.9191425,-191.10754,2.2298136,-0.33654153,0.50235623,0.99834186,-59.32087959118868,1.877066254264534,-192.78552,68.19455073884455,0.18786824,170.7929040750187,-633.8822633273022,-2.8023725,0.0059851897,100,100,-2.18471,2.432935768039897,0.33222347003174946,0.1359480600222014,42.88381,0.97746444,1.5849526,-0.025577802,0.05671011283993721,-3.155853847092049,100.0,42.855377,0.6595330834388733,-191.31133,-0.99985296,2.2305253244605443,27,209.59395024037627,-110.63512,15,-0.2591808347181966,46.041206,5,111.93475,-2.52565342921273,0.004739116004202515,42000,-110.58126,0.027211629,0.0,0.0,3.0568361,-10.208001524248703,-0.9827233,-518.9864378270871,100,0.00185634900117293,-16.135384,-252.56534292127293,479.543
14700,1.9521924800355919,-14.148215,-6.5164247,-9.3178177292137,-0.19876122419030326,-143.28374209117308,-110.14107,-242.7283778713459,97.161766,100.0,-3.750884,-242.7283778713459,14700,435,100,0.22065626,-249.69522442959033,9.011894,0.0030515529797412455,0.7818291,147,-1.968861,-197.39125,2.1127563,-0.14693087,0.500622,0.9958962,-27.60620727415151,1.3652368618062514,-198.6579,70.66431832389208,0.1669862,123.60710616108031,-505.6737720721046,-2.7623281,-0.014622208,100,100,-3.6345718,2.4655347450752743,0.36030660901451483,0.14332418603589758,45.818653,0.9553644,1.5531557,-0.08577249,0.0582696869969368,-2.4272837787134587,100.0,45.75921,0.32053181529045105,-197.05957,-0.9988422,1.6272228485589266,28,143.8850890054162,-110.46961,15,-0.813181675824971,47.395454,5,111.54146,-2.4969522442959033,0.004763764038216323,43500,-110.43983,0.0055711465,0.0,0.0,2.194569,-11.471543352467474,-0.9959902,-481.3607137982198,100,0.0018961529713124037,-14.933393,-249.69522442959033,97.50725
15200,1.9431514019961469,-29.181149,-2.9568148,-8.958921590926751,-0.31657453101872074,-82.6796806754844,-118.40148,-241.43187356324353,376.57913,100.0,-3.6810617,-241.43187356324353,15200,450,100,0.2574347,-289.3964512148687,7.980694,0.0037934189895167947,0.8130639,152,-1.8560034,-198.53708,1.7993011,-0.05187793,0.4580972,0.99753225,-57.10334820414332,1.6253290137778975,-202.28735,73.12409728369676,0.1510467,141.53378204810895,-638.4354322000457,-2.8921244,-0.018240452,100,100,-4.6298833,2.455499156843871,0.3295256949495524,0.1647566449828446,48.491383,0.993301,1.6304379,-0.12371212,0.05699322372674942,-2.4143187356324356,100.0,48.392914,-0.5749194622039795,-197.91118,-0.99985427,2.105817323976399,29,202.87993952736085,-119.55015,15,-0.3076464415580726,51.62021,5,120.56184,-2.8939645121486874,0.0043158409534953535,45000,-119.571815,0.00072587776,0.0,0.0,2.2360556,-9.63904553420851,-0.99878776,-448.8584556986089,100,0.009956154972314835,-29.406805,-289.3964512148687,372.57394
15700,1.9326419919962063,-12.078112,-12.511432,-11.644985761905353,-0.27420638633040734,-187.3362818548404,-116.33909,-307.61617779466326,3.0383632,100.0,-2.5659454,-307.61617779466326,15700,465,100,0.21731177,-285.1986228746322,5.6276226,0.0029401580104604363,0.68448454,157,-2.0208607,-203.01312,1.8427016,-0.57409626,0.4573355,0.9929543,-93.24525346708009,1.1576158269103993,-206.13875,75.53415895474609,0.16530263,91.02546923500553,-614.7529900923814,-2.8952065,0.010717119,100,100,-4.936744,2.405515088001266,0.3272386469761841,0.13595952099421993,53.205498,0.9979784,1.4965925,0.02475437,0.05653286352753639,-3.0761617779466324,100.0,53.150257,-0.4519179165363312,-202.63196,-0.99502695,1.736037931030244,30,162.41912929755364,-115.12167,15,-1.221225055854617,53.84265,5,116.27039,-2.851986228746323,0.0047996119828894734,46500,-115.14365,0.0071273865,0.0,0.0,2.7043784,-10.394879192796612,-0.9989032,-451.6751033012999,100,0.00193515804130584,-11.87798,-285.1986228746322,3.186276
16200,1.9431036579771899,-11.869104,-1.4746215,-9.765104709377601,-0.23261978246328796,-66.01266390655306,-116.70952,-207.0160538161545,156.5144,100.0,-3.7700543,-207.0160538161545,16200,480,100,0.23123677,-157.63660956847423,7.0233088,0.002884896006435156,0.7988633,162,-1.9346893,-208.18054,1.9859086,0.19907884,0.5145358,0.99816674,-39.74182680235462,1.2847335679081118,-210.60516,77.96421853656648,0.16246705,90.58502766809826,-460.73141469720633,-2.8272266,0.041665386,100,100,-3.661455,2.4257421349175274,0.333330457971897,0.139685797970742,50.527637,0.9985135,1.4006834,-0.05277419,0.05933421105146408,-2.070160538161545,100.0,50.513695,-0.039800066500902176,-208.81721,-0.63838845,1.6677083378799535,31,146.3852312759877,-117.95941,15,-0.0481356832996077,53.28971,5,118.79983,-1.576366095684742,0.004788113990798593,48000,-117.967804,0.008947502,0.0,0.0,2.4185443,-7.677540220590882,-0.9920471,-273.5293361569503,100,0.0019492110004648566,-11.7186575,-157.63660956847423,157.39267
16700,1.9372586389654316,-13.180541,-5.204862,-11.066864301497521,-0.3801801519738043,-56.51120488246698,-114.98312,-259.9386595791603,326.7614,100.0,-3.8720813,-259.9386595791603,16700,495,100,0.22520764,-345.3221803905578,7.7284274,0.0031002970063127577,0.7689833,167,-1.9846177,-211.65295,2.1778562,-0.0102978945,0.4625843,0.99925494,-71.79505508811125,2.6919242973963518,-214.45668,80.38645509863272,0.17352088,261.361457003684,-470.8664177743605,-2.8609169,0.0041549834,100,100,-1.125353,2.4176546650123782,0.3293672950239852,0.1412850110209547,50.02963,0.9917283,1.2691665,-0.10184292,0.0572044663131237,-2.5993865957916023,100.0,50.049076,0.508865475654602,-211.74956,-0.92876303,1.4945185719117227,32,123.03012718266203,-114.6251,15,-0.20290375038972985,51.294395,5,115.99063,-3.4532218039055778,0.004745584970805794,49500,-114.67682,0.01709193,0.0,0.0,2.0452702,-8.83778559008378,-0.9984855,-658.4557298864025,100,0.0018978380248881876,-12.835138,-345.3221803905578,326.87253
17200,1.9534272780292667,-10.699324,-0.35583037,-10.446675101250529,-0.43892328338418635,-141.85665204257583,-99.812805,-217.76552470212764,503.32935,100.0,-2.6360056,-217.76552470212764,17200,510,100,0.24797712,-227.1512839345619,6.9510717,0.0030436270171776414,0.7053594,172,-2.030784,-218.91022,1.8010789,-0.46004528,0.4969411,0.99647933,-51.47852945690783,1.3918981885856903,-219.9098,82.82319035363616,0.14675277,116.0048056049829,-501.9128772303643,-2.8711855,-0.00020346833,100,100,-2.814644,2.432168777100742,0.32898509403457865,0.1404190280009061,48.80481,0.9952954,1.445622,0.014088602,0.057483918964862823,-2.1776552470212764,100.0,48.86354,-0.5681519508361816,-218.61111,-0.9755644,1.4597030401560953,33,136.0533772464033,-102.07564,15,-0.8063102680091464,49.645054,5,103.157326,-2.2715128393456188,0.0047352020046673715,51000,-101.98857,0.018330943,0.0,0.0,3.0789742,-8.839586381260855,-0.99254644,-447.77445104684347,100,0.0015585480141453445,-10.715012,-227.1512839345619,501.67712
17700,1.956023346981965,-11.375865,-4.931687,-9.64982632772824,-0.24659680985645627,-41.87955190031521,-110.62137,-216.48786666069955,75.32375,100.0,-3.744732,-216.48786666069955,17700,525,100,0.21567285,-260.22536841452995,6.557536,0.00297569198301062,0.81838375,177,-2.0219495,-220.34657,2.2247171,0.0038165897,0.4921205,0.9972367,-34.21770347526544,1.910204932856965,-222.85147,85.26399422663962,0.16044386,179.8294939054644,-629.459373215015,-2.9126651,-0.00999421,100,100,-1.3145316,2.436267118959222,0.3327001269790344,0.1378044580342248,50.701263,0.99713504,1.2835215,0.07538741,0.05963777378201485,-2.1648786666069952,100.0,50.667355,0.6336541771888733,-220.63591,-0.9860688,2.07853931479918,34,201.96573439479158,-110.4346,15,-0.17937238958650273,52.212086,5,111.78297,-2.6022536841452983,0.004790041013620794,52500,-110.50892,0.02156457,0.0,0.0,2.7411704,-8.361170976978318,-0.9910864,-556.65742428666,100,0.0019734539673663676,-11.195489,-260.22536841452995,75.84164
